player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,School_Yr,ht,porpag,adjoe,pfr,Date_Yr,pid,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
CALEB ASBERRY,Texas St.,SB,23,73.9,109.9,23.4,59.1,61.34,2.6,15.9,13.8,18.8,37,45,0.822,68,125,0.544,48,112,0.429,1.0,2.4,19.0,Sr,75,2.64723,111.063,2.9,2022,70957,30.0,45.0,38.0,80.0,0.6667,0.475,7.0,7.0,1.0,95.3863,99.6507,2.83168,127.919,2.33069,2.03862,0.292073,3.51331,29.0,3.04831,0.464999,0.56,3.68,4.24,1.84,1.12,0.2,13.32,Wing G
ISIAH SMALL,Texas St.,SB,23,71.3,122.7,17.7,61.6,63.41,5.1,19.4,12.5,12.8,38,53,0.717,69,116,0.595,23,52,0.442,5.9,1.9,31.5,Sr,80,2.94484,114.997,2.6,2022,70960,53.0,78.0,16.0,38.0,0.6795,0.4211,24.0,25.0,0.96,92.7837,96.9318,3.00255,135.75,6.3307,2.55682,3.77388,6.08989,28.48,3.74347,2.34642,1.44,4.28,5.72,1.64,0.88,1.24,10.92,Stretch 4
RUSSHARD CRUICKSHANK,Eastern Kentucky,OVC,25,48.2,97.6,12.5,48.2,49.88,1.7,6.4,12.6,20.7,8,9,0.889,16,35,0.457,25,76,0.329,0.2,1.7,8.1,Sr,72,-0.106375,83.7808,2.8,2022,70965,6.0,12.0,10.0,23.0,0.5,0.4348,0.0,0.0,0.0,103.08,106.296,1.51163,85.4802,-3.10816,-1.68209,-1.42607,-4.06916,20.7407,-3.14065,-0.928513,0.3333,1.1481,1.4815,1.7407,0.7407,0.037,4.4815,Combo G
JALEN BRIDGES,West Virginia,B12,28,43.2,129.1,13.6,61.3,62.64,10.3,11.8,3.3,11.5,20,28,0.714,33,54,0.611,27,66,0.409,2.6,1.6,23.3,So,79,2.47837,125.15,3.6,2022,70966,29.0,40.0,4.0,14.0,0.725,0.2857,7.0,8.0,0.875,102.76,96.9731,1.88127,90.2716,7.08924,5.66174,1.4275,5.243,18.1429,4.55775,0.685252,1.75,1.8571,3.6071,0.3214,0.5,0.4286,5.9643,Stretch 4
AARON ESTRADA,Hofstra,CAA,9,10.0,94.2,15.1,48.1,50.18,0.0,18.6,10.5,20.8,3,4,0.75,8,12,0.667,3,14,0.214,0.0,1.6,15.4,Jr,76,0.236448,90.7314,3.9,2022,70970,7.0,7.0,1.0,5.0,1.0,0.2,0.0,0.0,0.0,102.151,95.4377,1.37397,19.6754,-1.06786,-0.785657,-0.282203,-1.78232,12.4444,-2.48706,0.704736,0.0,1.8889,1.8889,0.7778,0.3333,0.0,3.1111,Wing G
MATTHEW LEE,Saint Peter's,MAAC,25,68.9,91.5,20.2,45.2,49.94,1.8,8.2,27.8,27.0,49,70,0.7,37,91,0.407,25,74,0.338,0.4,2.3,42.4,Jr,72,0.40548,89.4957,3.0,2022,70971,25.0,51.0,12.0,40.0,0.4902,0.3,0.0,0.0,0.0,94.7123,98.5186,2.74822,115.383,-3.05258,-2.28995,-0.762635,-2.43531,27.56,-2.61227,0.176962,0.44,2.04,2.48,3.56,1.08,0.08,7.92,Scoring PG
AYINDE HIKIM,UMass Lowell,AE,11,16.3,98.2,21.2,41.5,45.0,2.2,5.4,31.9,17.3,8,11,0.727,12,39,0.308,5,8,0.625,0.0,3.7,23.4,Jr,71,0.809871,101.608,4.3,2022,70972,11.0,28.0,1.0,11.0,0.3929,0.0909,0.0,0.0,0.0,106.579,106.464,1.02976,27.5487,-3.1321,-0.357529,-2.77457,-0.578244,14.2727,-0.656574,0.0783303,0.2727,0.6364,0.9091,2.3636,0.9091,0.0,4.2727,Pure PG
MIKE DEPERSIA,IUPUI,Horz,18,74.4,112.9,10.9,50.0,52.75,2.0,11.6,23.3,18.0,18,28,0.643,24,45,0.533,8,27,0.296,0.4,2.3,38.9,Jr,71,0.956021,94.508,3.6,2022,70973,20.0,35.0,4.0,10.0,0.5714,0.4,0.0,0.0,0.0,105.209,106.508,2.14387,96.848,0.0172142,-0.12375,0.140964,-1.39696,29.7778,-2.39511,0.99815,0.5556,2.8333,3.3889,3.9444,1.2222,0.1111,5.0,Scoring PG
JORDAN WRIGHT,Vanderbilt,SEC,23,56.3,99.9,21.4,53.8,55.59,6.5,15.4,18.1,24.3,31,48,0.646,61,121,0.504,16,37,0.432,1.6,2.7,30.4,Jr,77,1.91849,107.842,3.8,2022,70975,54.0,87.0,7.0,34.0,0.6207,0.2059,1.0,1.0,1.0,103.8,99.4656,2.36049,110.054,3.12177,1.0241,2.09767,2.55358,24.4783,1.38907,1.16451,1.3913,3.1304,4.5217,2.087,1.1304,0.3478,8.7391,Wing G
SHERIF KENNEY,La Salle,A10,23,58.4,93.1,23.3,47.9,52.69,1.6,7.9,14.2,22.8,60,88,0.682,33,72,0.458,31,94,0.33,0.6,2.6,53.0,Jr,76,1.23346,99.8304,2.9,2022,70976,28.0,47.0,5.0,25.0,0.5957,0.2,2.0,2.0,1.0,107.989,106.593,1.74873,92.6996,-1.80926,0.111387,-1.92064,-1.82998,24.1667,-0.461355,-1.36862,0.3333,1.5833,1.9167,1.75,1.0417,0.125,9.4583,Combo G
JULIEN WOODEN,James Madison,CAA,17,54.1,95.4,21.4,45.0,48.45,8.1,13.8,13.0,19.8,26,40,0.65,27,65,0.415,15,45,0.333,1.4,1.4,36.4,Jr,80,0.837407,96.4041,4.0,2022,70977,20.0,42.0,7.0,23.0,0.4762,0.3043,1.0,1.0,1.0,101.906,103.206,1.80651,69.5288,-0.692136,-0.507493,-0.184643,-1.20489,21.4,-0.496887,-0.708003,1.6,2.5,4.1,1.45,0.55,0.2,7.95,Stretch 4
MICHAEL CHRISTMAS,Longwood,BSth,16,36.3,97.5,20.4,50.6,51.05,8.7,16.6,5.7,17.7,8,15,0.533,22,37,0.595,13,45,0.289,1.0,2.3,18.3,Jr,78,0.646566,97.3257,4.5,2022,70978,16.0,28.0,6.0,9.0,0.5714,0.6667,3.0,4.0,0.75,98.8848,99.9806,1.46108,52.5402,-0.790957,-0.11648,-0.674476,-1.5452,15.4444,-0.708026,-0.83717,1.3333,2.1667,3.5,0.4444,0.7778,0.1667,6.0,Stretch 4
CARTIER JERNIGAN,USC Upstate,BSth,15,25.0,71.0,16.8,34.0,34.31,1.6,15.5,17.7,23.6,2,5,0.4,6,24,0.25,8,29,0.276,0.5,3.4,9.4,Jr,73,-0.988346,65.8358,5.8,2022,70981,3.0,8.0,3.0,16.0,0.375,0.1875,0.0,0.0,0.0,104.135,107.22,1.01969,44.8522,-5.15427,-4.87368,-0.280593,-6.80128,14.625,-7.31185,0.510571,0.1875,1.8125,2.0,1.375,0.875,0.0625,2.375,Combo G
TYLER MORMAN,Southern Miss,CUSA,15,13.2,76.1,9.7,28.6,35.43,7.7,13.2,8.7,29.5,5,12,0.417,2,7,0.286,0,0,0.0,2.1,1.0,171.4,Sr,80,-0.594032,64.2077,7.2,2022,70985,2.0,5.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,100.665,101.557,0.72528,21.8788,-4.18656,-5.23242,1.04586,-6.72918,8.7647,-7.04642,0.317248,0.5882,1.1765,1.7647,0.4118,0.1765,0.2353,1.1176,C
JACOB GERMANY,UTSA,CUSA,22,54.5,104.7,23.1,47.7,50.13,9.9,20.0,3.8,8.5,30,43,0.698,95,199,0.477,0,0,0.0,5.8,0.6,21.6,Jr,83,1.92887,110.733,3.4,2022,70986,62.0,99.0,33.0,100.0,0.6263,0.33,21.0,26.0,0.8077,103.332,104.267,1.74049,97.0328,-2.112,-1.35919,-0.752806,-0.270666,21.1538,1.08321,-1.35388,2.2692,3.7308,6.0,0.4231,0.1923,1.1538,10.3462,C
LUKA BARISIC,Western Illinois,Sum,11,15.1,96.7,21.2,42.5,42.63,8.7,18.0,12.2,9.8,1,2,0.5,9,23,0.391,9,30,0.3,0.0,0.8,3.8,Sr,72,0.646722,100.67,5.4,2022,70987,5.0,11.0,4.0,12.0,0.4545,0.3333,0.0,0.0,0.0,106.39,106.433,0.873608,23.5986,-2.23478,0.806601,-3.04138,-2.28343,12.0,0.170876,-2.45431,1.1429,2.1429,3.2857,0.7143,0.2143,0.0,5.2857,PF/C
JASON JITOBOH,Florida,SEC,12,4.4,99.0,13.0,55.6,55.28,5.7,12.5,0.0,19.9,1,2,0.5,5,9,0.556,0,0,0.0,2.5,1.3,22.2,Jr,83,0.0951265,92.8102,8.2,2022,70990,4.0,5.0,1.0,4.0,0.8,0.25,1.0,1.0,1.0,101.142,96.067,0.392734,7.8052,-3.89257,-2.49907,-1.3935,-1.68647,3.6667,-3.78893,2.10246,0.1667,0.4167,0.5833,0.0,0.0833,0.0833,0.9167,C
BERNARD KOUMA,Oklahoma St.,B12,26,14.5,111.9,11.6,61.5,64.79,13.0,10.0,2.0,26.4,6,7,0.857,16,26,0.615,0,0,0.0,1.8,0.0,26.9,Jr,72,0.421089,103.322,6.7,2022,70991,14.0,23.0,2.0,3.0,0.6087,0.6667,0.0,0.0,0.0,104.145,97.2136,0.700221,26.8732,0.38847,0.611157,-0.222688,-1.29209,6.8462,-1.73183,0.439739,0.7692,0.6538,1.4231,0.0769,0.0,0.1154,1.4615,C
CHRISTIAN BROWN,Tennessee St.,OVC,16,17.9,98.2,19.7,49.1,53.44,7.2,14.8,1.0,19.3,19,28,0.679,18,38,0.474,6,17,0.353,2.3,2.4,50.9,Jr,78,0.651476,102.075,3.1,2022,70995,13.0,22.0,5.0,16.0,0.5909,0.3125,6.0,6.0,1.0,102.609,100.322,1.04329,37.4213,-2.23896,-1.25107,-0.987888,0.965078,11.3529,0.763402,0.201677,0.7647,1.7647,2.5294,0.1176,0.5294,0.2353,4.3529,Wing F
OMAR PAYNE,Illinois,B10,24,37.6,128.1,10.8,75.0,72.61,9.6,13.7,4.3,19.5,12,21,0.571,39,52,0.75,0,0,0.0,8.0,1.5,40.4,Jr,72,1.7528,117.327,6.1,2022,70996,42.0,52.0,2.0,5.0,0.8077,0.4,26.0,30.0,0.8667,97.7416,92.135,1.91944,77.4034,8.21737,2.90289,5.31448,4.7222,15.75,1.08998,3.63222,1.2083,1.9583,3.1667,0.375,0.4167,1.1667,3.75,C
AUSTIN CROWLEY,Mississippi,SEC,27,27.9,82.3,14.9,41.5,43.45,1.8,13.7,10.6,26.4,6,8,0.75,19,41,0.463,7,30,0.233,1.1,2.1,11.3,Jr,77,-0.271352,78.5005,3.8,2022,70998,12.0,17.0,7.0,24.0,0.7059,0.2917,2.0,2.0,1.0,95.5773,91.784,1.42486,57.3547,-0.966946,-2.78828,1.82134,-1.70384,11.6296,-3.61798,1.91414,0.1852,1.3333,1.5185,0.6667,0.4074,0.1111,2.4074,Wing G
BAHAIDE HAIDARA,St. Francis NY,NEC,21,21.3,99.6,19.4,54.8,49.4,17.3,19.3,13.7,21.0,3,16,0.188,23,40,0.575,0,2,0.0,2.4,3.8,38.1,Jr,78,0.404051,98.9408,3.5,2022,70999,19.0,29.0,4.0,11.0,0.6552,0.3636,1.0,1.0,1.0,93.5368,92.5693,1.02412,42.5781,4.01663,0.722681,3.29395,2.60125,8.7273,1.29172,1.30953,1.5,1.3636,2.8636,0.5909,0.5909,0.1818,2.4091,PF/C
JALEN GRAHAM,Arizona St.,P12,21,50.7,102.2,17.5,55.0,55.78,7.8,15.9,3.5,16.6,26,45,0.578,72,130,0.554,0,1,0.0,7.2,1.0,34.4,Jr,81,1.56487,103.863,5.3,2022,71000,47.0,69.0,25.0,61.0,0.6812,0.4098,21.0,22.0,0.9545,104.231,97.9383,2.46564,101.801,2.32973,-0.960234,3.28997,0.635728,24.381,-0.519299,1.15503,1.7619,3.2857,5.0476,0.4286,0.4286,1.619,8.0952,C
HALL ELISIAS,Bryant,NEC,21,62.1,117.5,17.3,64.2,64.87,9.0,22.3,2.5,16.2,42,65,0.646,89,136,0.654,1,5,0.2,9.4,0.9,46.1,Sr,80,2.01488,108.616,4.8,2022,71005,86.0,123.0,5.0,16.0,0.6992,0.3125,28.0,29.0,0.9655,93.1685,96.8991,2.61839,135.527,1.8769,-1.12928,3.00618,2.89928,23.9545,1.02465,1.87463,1.9545,5.6818,7.6364,0.3182,0.4091,2.4091,10.3182,C
CHARLES SMITH IV,Old Dominion,CUSA,17,36.9,120.8,13.6,64.3,65.4,2.8,7.7,5.8,14.8,7,9,0.778,9,16,0.563,21,47,0.447,0.5,1.1,14.3,Jr,77,1.48724,114.284,3.5,2022,71013,8.0,10.0,1.0,6.0,0.8,0.1667,2.0,2.0,1.0,101.825,100.584,1.36651,39.4349,2.15521,3.00611,-0.850905,2.18135,14.7647,2.21177,-0.0304219,0.3529,1.0588,1.4118,0.4706,0.2941,0.0588,5.1765,Wing G
BRICE WILLIAMS,Charlotte,CUSA,24,70.0,107.6,18.0,55.7,57.88,3.5,14.6,8.1,13.1,38,55,0.691,53,106,0.5,30,70,0.429,1.8,1.7,31.3,Jr,79,1.86627,104.464,3.0,2022,71018,29.0,51.0,24.0,55.0,0.5686,0.4364,5.0,5.0,1.0,101.294,102.282,2.42649,119.544,0.0083527,0.326515,-0.318162,0.778068,28.88,0.794672,-0.0166045,0.8,3.16,3.96,1.0,0.76,0.44,9.72,Wing G
KHALYL WATERS,Troy,SB,24,52.6,96.3,22.9,44.0,52.56,4.8,12.2,10.5,20.8,67,77,0.87,39,95,0.411,23,72,0.319,2.4,2.2,46.1,Sr,77,1.02291,98.6995,3.3,2022,71020,24.0,52.0,15.0,43.0,0.4615,0.3488,7.0,8.0,0.875,102.074,104.26,1.74974,101.387,-1.16899,-1.11954,-0.0494492,0.107211,21.7308,0.147943,-0.0407322,0.9615,2.3077,3.2692,0.9615,0.8462,0.4231,8.7692,Wing G
JACK FORREST,Saint Joseph's,A10,14,41.7,94.5,20.6,52.8,54.66,0.6,14.4,7.7,17.0,14,18,0.778,33,60,0.55,22,65,0.338,0.6,1.9,14.4,Jr,77,1.14609,99.1777,3.4,2022,71021,22.0,34.0,11.0,26.0,0.6471,0.4231,2.0,3.0,0.6667,109.486,105.068,1.82654,64.0913,-1.84932,-0.779577,-1.06974,-0.993288,24.5714,-0.0362172,-0.957071,0.1429,3.1429,3.2857,0.8571,0.8571,0.1429,10.4286,Wing G
NICK CALDWELL,Southeastern Louisiana,Slnd,26,52.7,106.6,21.3,51.9,55.12,10.5,19.5,7.6,16.9,42,57,0.737,73,136,0.537,16,51,0.314,3.2,2.5,30.5,Jr,79,1.36614,103.932,4.5,2022,71023,58.0,90.0,15.0,46.0,0.6444,0.3261,13.0,16.0,0.8125,103.51,106.779,1.49787,118.839,-0.851515,-0.11473,-0.736785,-0.450893,21.3846,0.783182,-1.23408,2.1538,3.2308,5.3846,0.6538,0.9615,0.5769,9.0769,Stretch 4
TYLER COCHRAN,Ball St.,MAC,12,50.5,103.1,26.8,46.5,48.6,10.1,15.4,15.7,11.4,28,45,0.622,73,152,0.48,4,18,0.222,0.9,3.1,26.5,Jr,74,2.57664,108.34,2.9,2022,71025,49.0,89.0,24.0,63.0,0.5506,0.381,0.0,0.0,0.0,111.176,113.048,1.58588,73.034,1.47786,2.89942,-1.42156,2.73356,32.1667,3.80908,-1.07552,3.1667,4.1667,7.3333,2.0,1.6667,0.25,15.5,Wing G
JAKEVAN LEFTRIDGE,Troy,SB,14,19.3,86.2,17.9,38.5,41.94,4.9,14.6,16.8,19.8,8,11,0.727,11,30,0.367,6,22,0.273,0.0,2.1,21.2,Jr,79,-0.179308,81.5267,3.7,2022,71026,8.0,20.0,3.0,10.0,0.4,0.3,0.0,1.0,0.0,102.707,104.996,1.07034,36.2271,-3.60764,-2.72625,-0.881397,-4.51232,14.0,-3.99928,-0.513038,0.6,1.9333,2.5333,1.0667,0.5333,0.0667,3.4,Wing G
D.J. THORPE,California,P12,24,11.0,98.9,13.0,60.0,63.29,7.0,18.1,5.0,30.2,7,10,0.7,9,15,0.6,0,0,0.0,5.4,0.5,66.7,Jr,80,0.144386,93.3747,8.5,2022,71027,7.0,12.0,2.0,3.0,0.5833,0.6667,3.0,3.0,1.0,103.825,97.8725,0.522544,22.691,0.587532,-2.59177,3.17931,-1.87226,5.32,-4.04451,2.17225,0.36,0.84,1.2,0.12,0.04,0.24,1.24,C
KRUZ PERROTT-HUNT,South Dakota,Sum,24,69.7,112.0,13.5,54.6,57.66,1.7,9.8,14.1,15.3,26,33,0.788,26,60,0.433,30,70,0.429,0.2,1.1,25.4,Jr,75,1.34225,99.1325,3.0,2022,71028,20.0,40.0,6.0,20.0,0.5,0.3,0.0,1.0,0.0,107.824,108.286,1.83491,108.382,0.173682,1.53207,-1.35838,-0.74424,27.56,0.116415,-0.860655,0.36,2.44,2.8,2.24,0.52,0.04,7.04,Combo G
A.J. PLITZUWEIT,South Dakota,Sum,21,75.6,114.8,27.3,54.6,60.61,2.4,11.6,23.4,14.5,96,108,0.889,76,165,0.461,52,117,0.444,0.3,1.5,38.3,Jr,74,4.47049,122.521,3.4,2022,71029,32.0,64.0,44.0,101.0,0.5,0.4356,0.0,0.0,0.0,106.209,106.554,2.48345,126.781,3.09247,5.08595,-1.99348,3.74524,34.2727,4.76966,-1.02442,0.6364,3.5455,4.1818,3.9091,0.9545,0.0909,18.9545,Scoring PG
TERRELL BURDEN,Kennesaw St.,ASun,21,57.0,88.0,23.5,44.6,48.73,3.0,9.9,20.2,22.5,42,66,0.636,58,120,0.483,3,20,0.15,0.7,2.6,47.1,Jr,70,0.327125,89.3888,2.7,2022,71032,37.0,70.0,21.0,50.0,0.5286,0.42,0.0,0.0,0.0,104.818,105.081,1.7551,86.0505,-3.11319,-2.88413,-0.229067,-3.36287,22.1667,-2.98199,-0.38088,0.625,1.7917,2.4167,2.2917,1.0,0.1667,7.625,Combo G
NATE JENKINS,Green Bay,Horz,10,4.9,76.1,12.7,28.6,37.74,7.2,7.4,7.4,28.5,2,2,1.0,2,3,0.667,0,4,0.0,0.0,4.8,28.6,Jr,74,-0.232601,70.9936,6.0,2022,71033,1.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,0.0,105.341,102.877,0.397589,9.58519,0.223419,-1.75445,1.97787,-5.04974,4.7,-5.67875,0.629006,0.3,0.3,0.6,0.2,0.4,0.0,0.6,Wing G
ARMANI HARRIS,Kennesaw St.,ASun,20,30.0,93.3,13.4,51.4,53.35,9.3,13.8,4.0,25.5,13,23,0.565,15,29,0.517,2,6,0.333,3.0,0.7,65.7,Jr,78,-0.138364,82.0911,6.2,2022,71034,14.0,25.0,1.0,4.0,0.56,0.25,0.0,0.0,0.0,106.223,106.004,0.929155,42.4511,-3.35696,-3.58461,0.22765,-5.6904,12.913,-5.08292,-0.607482,1.087,1.5652,2.6522,0.2609,0.1304,0.3043,2.9565,PF/C
TREMONT ROBINSON-WHITE,East Carolina,Amer,18,66.8,96.5,19.6,49.6,51.76,3.0,7.1,28.8,22.1,18,25,0.72,32,63,0.508,23,71,0.324,0.3,2.4,18.7,Sr,73,1.25051,98.7513,3.7,2022,71036,22.0,38.0,10.0,25.0,0.5789,0.4,1.0,1.0,1.0,101.053,99.4674,2.5749,83.8923,0.375736,1.02417,-0.648436,0.840361,26.6842,0.0524301,0.787931,0.6842,1.5263,2.2105,3.8421,1.1053,0.0526,8.1053,Pure PG
NYZAIAH CHAMBERS,Norfolk St.,MEAC,19,16.8,103.9,16.1,53.6,57.93,10.5,10.4,3.7,22.2,14,21,0.667,15,28,0.536,0,0,0.0,2.5,1.8,75.0,Jr,79,0.268552,94.805,5.7,2022,71041,14.0,22.0,1.0,6.0,0.6364,0.1667,8.0,8.0,1.0,99.7748,103.393,0.671099,29.4314,-2.16732,-2.20322,0.0358924,-2.18977,8.1905,-2.1733,-0.0164641,0.7619,0.8571,1.619,0.1905,0.2857,0.1905,2.4286,PF/C
LESLIE NKEREUWEM,Longwood,BSth,24,37.8,113.2,21.9,64.0,64.52,10.0,12.0,2.9,18.1,35,55,0.636,80,124,0.645,0,1,0.0,3.5,1.7,44.0,Jr,79,1.70886,113.197,6.2,2022,71042,63.0,84.0,17.0,40.0,0.75,0.425,20.0,20.0,1.0,102.324,104.557,1.38826,76.0035,-0.773994,-0.0252337,-0.748761,-0.0701614,17.68,0.187795,-0.257956,1.44,1.68,3.12,0.2,0.48,0.52,8.16,PF/C
ALLEN POWELL,Rider,MAAC,23,71.4,102.2,15.4,51.5,53.51,0.2,4.2,12.0,15.6,19,24,0.792,31,84,0.369,37,84,0.44,0.9,1.4,14.3,Jr,74,1.02434,95.5989,3.2,2022,71044,12.0,26.0,19.0,58.0,0.4615,0.3276,0.0,0.0,0.0,111.181,116.996,1.01604,96.6124,-3.44724,9.36e-05,-3.44734,-2.92386,28.6957,-0.687113,-2.23675,0.0435,1.0,1.0435,1.7391,0.6957,0.2174,8.3478,Combo G
NIKC JACKSON,Air Force,MWC,25,58.2,90.3,24.3,55.1,55.27,3.8,16.3,19.6,24.4,31,58,0.534,64,109,0.587,15,48,0.313,4.4,2.0,36.9,Jr,80,0.844054,95.7044,6.7,2022,71049,46.0,64.0,18.0,45.0,0.7188,0.4,13.0,13.0,1.0,109.86,108.281,1.5328,102.947,-2.37593,-2.5176,0.141672,-4.19476,23.28,-3.84291,-0.351848,0.64,2.76,3.4,1.76,0.76,0.8,8.16,Stretch 4
DARYL ANDERSON,Norfolk St.,MEAC,21,32.4,129.1,12.5,69.4,71.55,2.2,10.8,4.5,14.8,17,21,0.81,7,8,0.875,24,54,0.444,0.9,1.9,33.9,Jr,78,1.2885,111.403,3.3,2022,71050,6.0,6.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,100.459,104.567,1.11804,55.3224,1.8,2.04893,-0.248932,2.96043,14.1304,2.47533,0.485098,0.3043,1.3478,1.6522,0.3043,0.4348,0.1304,4.8261,Wing G
MASAI OLOWOKERE,Central Arkansas,Slnd,23,38.8,87.2,17.1,48.9,52.07,6.3,8.3,7.0,29.2,15,19,0.789,20,52,0.385,15,35,0.429,0.3,1.1,21.8,Jr,77,-0.10704,83.2684,1.9,2022,71051,10.0,22.0,10.0,30.0,0.4545,0.3333,1.0,1.0,1.0,115.99,117.077,0.548242,54.9763,-6.01799,-2.34332,-3.67467,-5.79303,15.4583,-2.0029,-3.79013,0.8333,1.1667,2.0,0.5417,0.2917,0.0417,4.5417,Wing G
CALEB BURGESS,Hofstra,CAA,23,83.7,92.8,19.5,43.1,45.45,1.7,9.5,30.1,24.9,34,59,0.576,54,121,0.446,16,60,0.267,0.0,2.1,32.6,Jr,75,0.692797,91.2209,2.7,2022,71053,36.0,70.0,18.0,51.0,0.5143,0.3529,0.0,0.0,0.0,108.014,109.206,2.09628,125.26,-2.663,-0.805833,-1.85717,-3.58466,33.6522,-1.92259,-1.66207,0.5217,2.7826,3.3043,5.6087,1.2174,0.0,8.2609,Scoring PG
JOSH VAZQUEZ,Montana,BSky,23,61.3,105.6,15.0,49.2,55.06,0.7,12.9,10.7,13.8,34,36,0.944,19,53,0.358,30,77,0.39,0.8,2.1,27.7,Jr,75,0.950191,96.4264,3.0,2022,71054,6.0,12.0,13.0,41.0,0.5,0.3171,0.0,0.0,0.0,101.411,100.897,2.2421,102.368,2.44345,1.14766,1.29579,1.81402,25.25,0.378684,1.43534,0.1429,2.75,2.8929,1.4643,0.8571,0.1429,7.8929,Combo G
KYLE OWENS,Montana,BSky,23,68.8,108.5,20.0,49.7,54.55,7.2,14.3,4.6,9.7,54,68,0.794,70,147,0.476,18,48,0.375,1.2,1.5,34.9,Jr,80,2.06579,106.898,3.7,2022,71055,35.0,53.0,35.0,94.0,0.6604,0.3723,1.0,2.0,0.5,101.845,101.329,2.47479,112.704,1.07065,1.29246,-0.22181,1.75171,26.7857,1.724,0.0277123,1.6429,3.8571,5.5,0.6071,0.6071,0.25,10.4643,Wing F
KADIN SHEDRICK,Virginia,ACC,11,8.6,108.2,23.7,52.4,55.39,19.5,17.3,7.0,19.4,6,9,0.667,11,20,0.55,0,1,0.0,4.2,1.5,42.9,So,83,0.805782,115.295,6.5,2022,71056,7.0,13.0,4.0,7.0,0.5385,0.5714,2.0,2.0,1.0,97.6609,93.2439,0.912343,15.4279,2.13575,0.733646,1.4021,-1.10828,7.8182,-1.37502,0.266737,1.0909,1.0909,2.1818,0.2727,0.1818,0.2727,2.5455,C
C.J. WILBOURN,Wright St.,Horz,15,34.8,109.3,14.1,50.8,55.28,7.0,9.6,4.7,13.9,17,21,0.81,32,55,0.582,1,11,0.091,1.1,0.9,31.8,Jr,79,0.760529,95.8468,5.5,2022,71057,19.0,25.0,13.0,30.0,0.76,0.4333,0.0,0.0,0.0,108.7,111.036,1.16472,50.0231,-2.58536,-0.827619,-1.75774,-4.2296,20.8667,-2.77239,-1.45721,1.3333,1.7333,3.0667,0.5333,0.3333,0.2,5.6,Wing F
KALIL THOMAS,UMass Lowell,AE,22,47.4,109.6,17.0,63.3,63.5,1.1,16.2,6.0,18.7,9,14,0.643,30,52,0.577,34,76,0.447,0.8,1.6,10.9,Jr,77,1.26247,103.614,3.6,2022,71060,15.0,27.0,15.0,25.0,0.5556,0.6,1.0,1.0,1.0,102.803,105.451,1.49951,78.9195,-1.27116,0.409625,-1.68079,0.861858,19.8182,1.74337,-0.881511,0.1818,2.8182,3.0,0.5455,0.5455,0.1364,7.7727,Wing G
CONNOR NELSON,American,Pat,8,61.0,82.0,17.8,37.1,40.51,6.6,16.7,12.8,23.5,9,13,0.692,11,31,0.355,7,27,0.259,2.0,4.2,22.4,Sr,78,-0.739358,78.2852,3.0,2022,71063,8.0,16.0,3.0,15.0,0.5,0.2,0.0,0.0,0.0,98.7423,100.705,2.81617,54.4425,-0.185701,-2.23521,2.04951,-1.42456,32.0,-2.88629,1.46173,1.625,4.5,6.125,2.125,2.25,0.625,6.5,Wing G
CALEB CHRISTOPHER,Tennessee Tech,OVC,9,3.6,59.2,30.4,23.3,28.01,3.0,9.8,19.6,20.2,3,6,0.5,2,8,0.25,1,7,0.143,0.0,3.1,40.0,Jr,73,-0.237963,67.8733,4.4,2022,71066,2.0,7.0,0.0,1.0,0.2857,0.0,0.0,0.0,0.0,105.435,98.8829,0.388421,6.80388,-9.11947,-7.3273,-1.79217,-12.5921,4.0,-9.19612,-3.39597,0.1111,0.3333,0.4444,0.4444,0.2222,0.0,1.1111,Combo G
BEN LUBARSKY,American,Pat,10,45.2,84.5,17.8,45.7,48.11,2.7,8.7,11.4,26.4,5,6,0.833,6,19,0.316,10,27,0.37,0.5,1.6,13.0,Jr,77,-0.275867,80.8623,2.9,2022,71067,4.0,9.0,2.0,10.0,0.4444,0.2,0.0,0.0,0.0,107.886,109.261,1.12989,26.555,-5.89091,-3.26901,-2.6219,-6.30845,19.0,-3.4848,-2.82365,0.4,1.4,1.8,1.1,0.5,0.1,4.7,Wing G
LAQUAN BUTLER,UT Rio Grande Valley,WAC,15,45.3,82.0,25.4,43.0,43.66,2.8,5.0,15.4,19.2,9,18,0.5,27,54,0.5,17,68,0.25,0.8,2.9,14.8,Sr,72,0.0455565,85.9798,4.4,2022,71071,16.0,31.0,11.0,23.0,0.5161,0.4783,0.0,0.0,0.0,100.011,102.499,1.55775,47.7479,-4.06547,-2.46964,-1.59583,-3.09226,18.5556,-2.31793,-0.774338,0.6111,1.0556,1.6667,1.4444,1.0,0.1111,8.8889,Combo G
