player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,School_Yr,ht,porpag,adjoe,pfr,Date_Yr,pid,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
MORRIS UDEZE,Wichita St.,Amer,20,61.0,102.6,20.5,58.2,60.61,6.0,14.7,4.3,22.0,45,67,0.672,78,132,0.591,0,2,0.0,3.1,1.7,50.0,Sr,80,1.94814,108.27,5.3,2022,65744,63.0,83.0,15.0,49.0,0.759,0.3061,20.0,20.0,1.0,98.7171,95.6084,2.67898,95.9181,1.40511,-0.680097,2.08521,1.08775,23.7727,-0.6941,1.78185,1.3636,3.3182,4.6818,0.4545,0.6818,0.8182,10.3182,C
MADIAW NIANG,Florida Atlantic,CUSA,18,13.6,95.3,15.0,52.4,52.4,12.7,7.8,1.8,25.8,2,4,0.5,11,20,0.55,0,1,0.0,5.6,1.7,19.0,Sr,81,0.0290214,86.7134,6.2,2022,65750,8.0,12.0,3.0,8.0,0.6667,0.375,0.0,0.0,0.0,99.685,101.872,0.505407,19.4459,-1.33678,-2.67674,1.33996,-3.26662,7.0909,-3.67129,0.404671,1.0,0.6818,1.6818,0.0909,0.1364,0.4545,1.5,C
LOGAN JOHNSON,Saint Mary's,WCC,20,66.6,101.8,23.7,48.7,54.39,2.1,11.6,13.0,16.2,73,98,0.745,77,142,0.542,13,56,0.232,1.0,1.8,49.5,Sr,74,2.87317,111.171,3.6,2022,65751,64.0,111.0,13.0,31.0,0.5766,0.4194,3.0,4.0,0.75,96.9678,90.6554,4.05775,109.35,2.49824,0.164477,2.33377,3.76275,31.95,0.977384,2.78536,0.55,3.05,3.6,1.85,0.95,0.3,13.3,Wing G
JAIRUS HAMILTON,Western Kentucky,CUSA,30,51.0,106.8,16.5,57.3,58.75,2.1,10.7,6.9,13.9,31,48,0.646,27,58,0.466,37,86,0.43,0.6,0.8,33.3,Sr,80,1.70143,109.291,4.2,2022,65753,19.0,27.0,8.0,31.0,0.7037,0.2581,1.0,1.0,1.0,104.965,98.5958,2.02878,92.9751,1.84695,2.17103,-0.324082,1.3183,20.3871,1.03899,0.279309,0.3226,2.0323,2.3548,0.6774,0.2903,0.0968,6.4839,Wing F
CALEB CATTO,Florida Gulf Coast,ASun,16,79.1,104.5,19.6,52.7,53.71,2.5,12.8,9.9,14.0,13,18,0.722,38,81,0.469,40,105,0.381,0.2,2.5,9.7,Sr,77,1.67589,100.527,1.9,2022,65754,22.0,41.0,16.0,40.0,0.5366,0.4,1.0,1.0,1.0,99.6,103.069,2.65418,97.0436,0.126861,0.802309,-0.675448,1.3266,30.4444,1.12698,0.199627,0.8889,3.7778,4.6667,1.6111,1.3889,0.1111,13.3333,Wing G
ZACH SCOTT,McNeese St.,Slnd,14,22.1,81.3,15.4,41.0,44.21,3.1,11.6,5.5,22.8,5,6,0.833,4,16,0.25,8,23,0.348,0.7,1.8,15.4,Sr,76,-0.527478,71.8712,3.8,2022,65755,2.0,6.0,2.0,10.0,0.3333,0.2,0.0,0.0,0.0,110.139,116.587,0.420441,27.9271,-7.86339,-4.50519,-3.3582,-7.24377,11.3889,-4.54347,-2.7003,0.2778,1.3889,1.6667,0.5,0.5,0.0556,3.6111,Wing G
MATT GRAY,UC San Diego,BW,8,10.3,89.7,22.9,47.8,47.83,0.0,14.9,17.3,13.0,0,0,0.0,2,5,0.4,6,18,0.333,5.2,0.0,0.0,Jr,80,0.274151,96.1531,1.4,2022,65758,2.0,5.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,111.026,110.436,0.423152,9.5545,-3.22217,-1.04183,-2.18034,3.68057,8.0909,3.42759,0.252985,0.3636,1.1818,1.5455,0.5455,0.1818,0.7273,3.1818,Stretch 4
LIAM ROBBINS,Vanderbilt,SEC,23,48.3,103.9,24.8,48.3,53.3,9.8,18.9,9.9,15.1,75,108,0.694,72,150,0.48,17,52,0.327,10.9,1.5,53.5,Sr,84,2.65864,116.618,5.8,2022,65759,48.0,85.0,24.0,65.0,0.5647,0.3692,9.0,10.0,0.9,96.2163,88.9036,3.25121,134.136,7.47559,1.36639,6.1092,5.18811,24.6957,1.88243,3.30568,2.3913,4.2174,6.6087,1.087,0.6522,2.6957,11.7391,PF/C
JAWAUN NEWTON,Evansville,MVC,22,70.4,107.1,24.6,54.1,57.45,4.4,15.1,16.9,15.7,48,60,0.8,87,154,0.565,25,76,0.329,1.8,1.7,26.1,Sr,75,3.35156,115.144,3.2,2022,65760,56.0,87.0,31.0,67.0,0.6437,0.4627,0.0,0.0,0.0,109.439,109.074,2.03892,112.835,0.487052,1.92134,-1.43428,0.109575,32.5,1.75961,-1.65003,1.0909,3.3182,4.4091,2.2273,0.8636,0.5,13.5,Wing G
SHAMAR GIVANCE,Evansville,MVC,25,78.2,103.0,28.6,51.2,55.45,3.4,14.5,30.2,20.1,69,89,0.775,84,170,0.494,32,88,0.364,0.1,3.2,34.5,Sr,70,3.27956,115.46,3.1,2022,65761,63.0,111.0,21.0,59.0,0.5676,0.3559,0.0,0.0,0.0,107.565,107.718,2.12135,135.985,1.41774,2.49438,-1.07664,0.237528,31.76,1.19513,-0.957605,0.84,3.12,3.96,4.0,1.56,0.04,13.32,Scoring PG
LOGAN DYE,Samford,SC,17,44.0,97.3,26.4,47.0,50.03,9.8,16.6,6.3,15.3,29,44,0.659,50,98,0.51,9,37,0.243,2.1,1.4,32.6,Sr,80,1.16541,104.326,6.8,2022,65763,32.0,55.0,18.0,43.0,0.5818,0.4186,6.0,9.0,0.6667,104.998,105.034,1.35801,60.6833,-3.01849,-0.930267,-2.08822,-2.32248,17.3684,-0.693569,-1.62891,1.6842,2.6842,4.3684,0.4737,0.4211,0.2632,9.7368,Stretch 4
RALPH BISSAINTHE,Central Michigan,MAC,20,56.8,91.0,18.7,43.6,47.31,5.6,17.6,5.5,18.3,34,55,0.618,26,63,0.413,19,62,0.306,3.0,2.0,44.0,Sr,79,0.207632,87.8917,4.1,2022,65764,20.0,35.0,6.0,28.0,0.5714,0.2143,7.0,7.0,1.0,109.163,109.208,1.42163,91.8838,-3.16515,-1.87606,-1.28909,-4.16816,22.5652,-2.27037,-1.89779,1.2174,3.7826,5.0,0.8696,1.0435,0.5652,7.7391,Wing F
ITHIEL HORTON,Pittsburgh,ACC,22,67.0,104.3,16.4,49.7,50.59,1.3,8.4,11.7,13.8,9,12,0.75,29,72,0.403,43,116,0.371,0.6,1.2,6.4,Jr,75,1.58738,102.313,2.3,2022,65770,11.0,16.0,18.0,56.0,0.6875,0.3214,0.0,0.0,0.0,107.242,101.982,2.35195,86.929,0.203238,1.52381,-1.32057,0.547236,26.8182,0.948093,-0.400857,0.3182,1.9545,2.2727,1.5909,0.5455,0.1364,8.9091,Combo G
MATEY JURIC,Drexel,CAA,20,56.1,94.4,12.5,43.0,52.29,2.3,8.9,11.5,28.1,27,33,0.818,11,26,0.423,9,31,0.29,0.0,2.6,57.9,Sr,71,-0.212104,82.5331,3.2,2022,65773,9.0,20.0,2.0,6.0,0.45,0.3333,0.0,0.0,0.0,102.832,104.258,1.79159,76.8384,-0.417724,-0.781518,0.363794,-2.63387,22.45,-3.43278,0.798908,0.4,1.65,2.05,1.55,0.95,0.0,3.8,Combo G
CAMREN WYNTER,Drexel,CAA,20,89.9,107.5,26.2,52.4,55.33,1.6,10.6,30.5,18.7,43,52,0.827,90,187,0.481,34,82,0.415,0.1,1.5,19.3,Sr,74,3.57135,113.885,2.1,2022,65774,36.0,61.0,54.0,126.0,0.5902,0.4286,0.0,0.0,0.0,104.603,106.053,2.64499,113.465,0.634452,2.41394,-1.77949,0.963856,35.95,2.44354,-1.47969,0.45,3.15,3.6,5.15,0.9,0.05,16.25,Scoring PG
JAY NAGLE,UC Santa Barbara,BW,14,6.7,99.2,13.4,36.7,44.1,0.0,9.0,2.5,0.0,6,9,0.667,1,2,0.5,3,13,0.231,0.0,0.9,60.0,Sr,80,0.0485178,88.1858,1.2,2022,65777,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,100.698,102.792,0.405079,9.73151,-3.16978,-0.751761,-2.41802,-2.04408,6.5625,-0.485599,-1.55848,0.0,0.75,0.75,0.375,0.125,0.0,1.75,Wing F
AMADOU SOW,UC Santa Barbara,BW,25,65.0,111.0,25.2,56.1,61.75,10.4,25.9,4.4,18.2,85,102,0.833,123,209,0.589,1,13,0.077,2.5,1.4,45.9,Sr,81,2.90238,117.401,3.6,2022,65778,83.0,118.0,40.0,91.0,0.7034,0.4396,17.0,17.0,1.0,92.3888,93.2356,3.07164,135.335,-0.24585,-0.543693,0.297843,2.26493,26.0,2.2699,-0.00496341,2.1538,5.4231,7.5769,0.5769,0.5769,0.5769,13.6154,C
SOULEYMANE DIAKITE,NJIT,AE,17,55.5,96.4,16.3,49.4,52.31,5.9,19.1,9.3,20.3,29,49,0.592,39,79,0.494,0,0,0.0,4.5,1.9,62.0,Sr,81,0.455467,90.5584,4.1,2022,65779,23.0,45.0,16.0,34.0,0.5111,0.4706,2.0,4.0,0.5,98.8163,103.209,2.06551,87.6729,-1.41985,-3.50321,2.08336,-1.28033,25.1176,-2.0372,0.75687,1.3529,3.7647,5.1176,1.1176,0.8235,1.0,6.2941,C
KJELL DE GRAAF,NJIT,AE,18,40.1,106.1,12.4,45.1,49.2,6.4,10.7,9.6,12.3,14,21,0.667,14,24,0.583,6,27,0.222,3.3,0.2,41.2,Sr,72,0.474368,93.3298,5.4,2022,65781,11.0,16.0,3.0,8.0,0.6875,0.375,3.0,3.0,1.0,105.864,110.584,0.979513,46.5602,-2.29386,-1.36448,-0.929373,-3.92106,17.1667,-2.82503,-1.09603,1.0,1.4444,2.4444,0.8333,0.0556,0.5,3.3333,PF/C
CANTAVIO DUTREIL,Sacred Heart,NEC,16,45.7,98.4,21.9,45.5,47.69,17.5,29.5,3.3,16.0,22,39,0.564,46,101,0.455,0,0,0.0,3.2,0.9,38.6,Sr,79,0.794469,96.4138,5.6,2022,65783,39.0,76.0,7.0,25.0,0.5132,0.28,7.0,7.0,1.0,101.452,105.693,1.5353,75.0969,-6.49498,-3.71339,-2.78158,-5.07486,21.0,-2.20653,-2.86833,3.3125,5.5625,8.875,0.3125,0.3125,0.6875,7.125,PF/C
ALEKSA MATIC,North Alabama,ASun,19,17.8,110.8,17.0,52.4,56.92,4.7,12.7,5.7,14.0,8,8,1.0,5,12,0.417,11,29,0.379,3.5,2.4,19.5,Sr,76,0.456682,102.849,5.0,2022,65784,4.0,7.0,1.0,5.0,0.5714,0.2,1.0,1.0,1.0,99.5824,102.176,0.65101,30.1402,0.739592,0.799943,-0.0603508,2.90037,8.2174,1.55208,1.34829,0.3913,1.0,1.3913,0.2609,0.3913,0.3043,3.3913,Wing G
AHSAN ASADULLAH,Lipscomb,ASun,23,73.3,102.2,31.6,58.8,57.83,10.5,20.8,30.6,22.2,48,96,0.5,151,257,0.588,0,0,0.0,2.7,1.8,37.4,Sr,80,2.92395,113.996,3.4,2022,65785,111.0,176.0,40.0,81.0,0.6307,0.4938,0.0,0.0,0.0,100.115,103.119,2.45559,141.694,3.46903,1.64647,1.82256,3.15339,28.2963,2.7726,0.380792,2.2222,5.8148,8.037,3.4444,0.9259,0.5926,14.1481,PF/C
CAMERON PARKER,Montana,BSky,23,64.2,105.4,20.8,54.7,57.54,0.9,9.1,36.8,22.4,34,47,0.723,54,110,0.491,18,38,0.474,0.0,1.0,31.8,Sr,74,1.74663,104.865,2.4,2022,65786,43.0,78.0,11.0,32.0,0.5513,0.3438,0.0,0.0,0.0,105.635,105.099,1.97346,87.4797,-0.707285,1.29392,-2.0012,0.610312,25.25,1.79419,-1.18388,0.2143,2.0714,2.2857,4.7143,0.5357,0.0,8.3571,Pure PG
AARON CLARKE,Sacred Heart,NEC,16,69.9,97.9,24.1,41.6,49.18,0.9,4.1,19.6,16.6,64,79,0.81,38,85,0.447,24,93,0.258,0.2,1.5,44.4,Sr,73,1.50393,99.0633,2.5,2022,65789,28.0,59.0,10.0,26.0,0.4746,0.3846,0.0,0.0,0.0,112.723,117.096,1.10666,69.8133,-4.96253,-0.24369,-4.71884,-4.78151,32.125,-1.13667,-3.64484,0.25,1.1875,1.4375,2.9375,0.8125,0.0625,13.25,Scoring PG
CAMERON WILBON,Sacramento St.,BSky,18,43.2,97.0,17.5,47.5,51.99,7.4,14.5,4.0,19.5,22,30,0.733,35,73,0.479,2,7,0.286,0.7,1.1,37.5,Sr,77,0.261676,89.6198,5.1,2022,65790,21.0,36.0,14.0,37.0,0.5833,0.3784,3.0,3.0,1.0,113.74,112.805,0.866515,51.2177,-6.30513,-3.24089,-3.06423,-6.26005,18.1579,-3.60904,-2.651,1.2632,2.1579,3.4211,0.4211,0.3684,0.1053,5.5263,Wing F
KOREEM OZIER,Louisiana Monroe,SB,26,81.5,92.4,21.7,49.4,51.71,1.9,12.9,17.9,20.8,47,72,0.653,68,140,0.486,38,113,0.336,0.4,2.3,28.5,Sr,73,0.840158,92.6799,2.3,2022,65792,47.0,81.0,21.0,59.0,0.5802,0.3559,0.0,0.0,0.0,102.633,106.165,2.38674,149.099,-2.10934,-1.45006,-0.659278,-2.19869,32.7692,-1.34084,-0.857849,0.5385,3.5,4.0385,2.6923,1.2692,0.1154,11.4231,Combo G
MYLES THOMPSON,St. Francis PA,NEC,20,63.9,90.0,21.9,41.3,44.85,6.1,15.4,8.1,15.6,37,53,0.698,57,132,0.432,17,68,0.25,0.8,1.1,26.5,Sr,78,0.413627,89.498,2.5,2022,65794,37.0,77.0,20.0,55.0,0.4805,0.3636,0.0,0.0,0.0,105.268,107.698,1.90698,99.2726,-5.23822,-2.90887,-2.32934,-5.0431,28.45,-2.4919,-2.5512,1.55,3.8,5.35,1.1,0.55,0.2,10.1,Wing F
MARCUS BINGHAM JR.,Michigan St.,B10,28,28.5,111.9,15.4,50.0,56.28,7.4,23.9,5.5,12.9,31,42,0.738,34,65,0.523,0,3,0.0,12.7,2.9,61.8,Sr,83,0.99712,110.433,5.5,2022,65797,25.0,41.0,9.0,24.0,0.6098,0.375,15.0,16.0,0.9375,90.0276,83.0034,1.75258,90.687,9.48333,-0.108669,9.592,7.81776,11.4643,1.17192,6.64584,0.75,2.4643,3.2143,0.3214,0.5714,1.3929,3.5357,C
ZAC WATSON,Longwood,BSth,28,53.4,107.9,14.7,62.9,62.28,9.2,16.4,3.8,22.5,26,46,0.565,66,105,0.629,0,0,0.0,3.0,2.1,43.8,Sr,79,0.850417,96.7309,4.3,2022,65798,56.0,78.0,10.0,27.0,0.7179,0.3704,8.0,9.0,0.8889,100.389,102.992,1.79817,116.03,0.358381,-1.04609,1.40447,-0.916616,21.2759,-1.20561,0.288999,1.7586,2.7241,4.4828,0.4138,0.7241,0.4828,5.6552,PF/C
JEREMIAH GAMBRELL,Prairie View A&M,SWAC,19,62.1,96.7,20.7,47.3,49.59,2.7,8.5,11.3,16.7,24,33,0.727,32,67,0.478,38,121,0.314,0.4,3.1,17.6,Jr,75,0.731769,92.9316,2.3,2022,65801,24.0,43.0,8.0,24.0,0.5581,0.3333,1.0,1.0,1.0,93.4922,101.532,2.52409,94.1359,-1.21814,-0.319871,-0.898269,-0.0845343,27.4737,0.089658,-0.174192,0.6842,2.0526,2.7368,1.6842,1.5263,0.1053,10.6316,Combo G
ODDYST WALKER,Alcorn St.,SWAC,16,53.6,98.0,19.1,45.5,49.67,6.2,8.5,4.3,16.0,30,42,0.714,23,61,0.377,22,62,0.355,0.6,3.5,34.1,Sr,75,0.701193,93.1997,4.0,2022,65806,14.0,28.0,9.0,33.0,0.5,0.2727,2.0,2.0,1.0,106.043,114.498,1.12447,71.7644,-1.16403,-0.159149,-1.00489,-1.10931,25.4375,-0.569151,-0.540163,1.4375,1.625,3.0625,0.5,1.5625,0.125,8.875,Wing G
CADEN SANCHEZ,High Point,BSth,24,37.7,85.7,14.7,36.4,41.87,8.5,15.3,6.9,22.0,20,32,0.625,21,59,0.356,2,7,0.286,7.4,0.3,48.5,Sr,80,-0.466676,76.3422,3.6,2022,65809,19.0,43.0,2.0,16.0,0.4419,0.125,1.0,1.0,1.0,104.371,107.759,1.02077,63.2344,-4.08554,-5.05955,0.974014,-5.23768,15.1667,-4.13422,-1.10346,1.1667,1.9167,3.0833,0.5417,0.0833,0.8333,2.8333,PF/C
TREY WOODBURY,Utah Valley,WAC,20,81.9,105.6,23.4,53.3,58.41,0.9,12.4,23.0,21.6,70,85,0.824,75,138,0.543,30,87,0.345,0.9,1.6,37.8,Sr,76,2.74373,109.403,3.6,2022,65811,39.0,61.0,36.0,77.0,0.6393,0.4675,6.0,8.0,0.75,105.356,104.773,2.5546,115.889,0.918758,1.79028,-0.871518,1.4237,32.1364,1.7307,-0.307007,0.3636,3.6364,4.0,3.7727,0.9091,0.2727,15.5909,Combo G
AUSTIN SMELLIE,Idaho St.,BSky,19,85.5,98.2,12.9,43.9,52.04,2.9,9.6,6.9,20.9,45,56,0.804,18,39,0.462,19,67,0.284,0.2,1.1,52.8,Sr,77,0.0321363,85.5267,2.9,2022,65813,14.0,24.0,4.0,15.0,0.5833,0.2667,0.0,0.0,0.0,101.6,104.11,2.74537,99.8026,-1.29551,-1.3603,0.0647907,-2.45102,33.375,-2.66711,0.216098,0.9167,2.5417,3.4583,1.5,0.7917,0.125,8.4583,Wing G
FOSTER LOYER,Davidson,A10,19,28.1,110.2,15.1,41.9,49.45,1.4,9.2,25.0,14.6,22,25,0.88,3,16,0.188,17,52,0.327,0.3,0.7,36.8,Sr,72,1.24173,106.772,3.4,2022,65814,1.0,5.0,2.0,11.0,0.2,0.1818,0.0,0.0,0.0,107.671,100.635,1.53631,45.2105,1.35904,2.34458,-0.985545,-0.0910663,16.6316,-0.366597,0.275531,0.2105,1.3684,1.5789,2.3158,0.2105,0.0526,4.1579,Pure PG
BRANDON JOHNS JR.,Michigan,B10,28,32.2,109.1,20.7,56.6,61.66,10.1,10.6,7.0,22.4,35,44,0.795,41,72,0.569,7,19,0.368,3.2,1.5,48.4,Sr,80,1.39464,116.482,4.2,2022,65815,31.0,50.0,10.0,22.0,0.62,0.4545,6.0,7.0,0.8571,96.7301,89.5155,1.68558,66.9264,5.27928,2.28103,2.99825,4.52339,12.9286,1.75146,2.77193,1.0,1.2857,2.2857,0.5,0.3214,0.4286,4.9286,Wing F
ADRIEN NUNEZ,Michigan,B10,10,3.0,92.3,13.2,33.3,33.33,11.5,3.1,0.0,0.0,0,0,0.0,3,7,0.429,0,2,0.0,2.9,0.0,0.0,Sr,78,0.0368568,88.3798,1.2,2022,65817,2.0,4.0,1.0,3.0,0.5,0.3333,0.0,0.0,0.0,103.542,96.4064,0.363961,4.5186,-2.6012,-1.2212,-1.38,-2.34714,3.4,-0.871981,-1.47516,0.3,0.1,0.4,0.0,0.0,0.1,0.6,PF/C
KESHAWN CURRY,VCU,A10,16,27.9,89.4,17.8,51.3,52.63,1.7,12.5,6.0,23.1,14,24,0.583,27,52,0.519,8,24,0.333,3.0,2.1,31.6,Sr,76,0.304469,90.1012,3.3,2022,65823,23.0,41.0,4.0,11.0,0.561,0.3636,2.0,3.0,0.6667,93.8701,90.4945,2.30995,55.3664,-0.360792,-2.66018,2.29939,0.329987,18.25,-1.30225,1.63224,0.25,2.0625,2.3125,0.5625,0.6875,0.5,5.75,Wing G
ISAAC CHATMAN,North Alabama,ASun,20,36.3,96.3,19.7,35.6,46.97,10.3,21.4,4.7,15.8,38,48,0.792,26,66,0.394,0,7,0.0,6.0,1.4,65.8,Sr,78,0.375782,92.7148,4.6,2022,65833,19.0,47.0,7.0,20.0,0.4043,0.35,1.0,4.0,0.25,97.7414,100.234,1.36131,65.7487,-2.87411,-3.65317,0.779056,-2.74054,15.6087,-2.44519,-0.295354,1.3478,2.7826,4.1304,0.4783,0.3913,0.6957,4.3043,PF/C
MILOS STAJCIC,Campbell,BSth,20,28.9,91.7,21.8,55.8,55.25,8.1,18.5,9.1,25.1,8,17,0.471,25,50,0.5,12,27,0.444,0.8,0.4,22.1,Sr,72,0.284354,90.9543,5.3,2022,65834,14.0,26.0,11.0,24.0,0.5385,0.4583,2.0,2.0,1.0,104.731,108.921,0.914912,46.9842,-5.78364,-2.87597,-2.90767,-5.43294,14.65,-3.04614,-2.3868,0.85,2.1,2.95,0.65,0.1,0.1,4.7,PF/C
SPENCER JOHNSON,BYU,WCC,26,43.8,100.0,15.1,54.7,55.84,2.7,11.4,8.7,22.1,13,20,0.65,25,49,0.51,22,57,0.386,0.4,1.5,18.9,Jr,77,0.693328,96.6625,3.5,2022,65835,15.0,25.0,10.0,24.0,0.6,0.4167,0.0,0.0,0.0,98.9862,93.8161,2.03255,83.6617,2.90886,1.03994,1.86891,1.6316,17.5185,0.0278575,1.60374,0.3704,1.9259,2.2963,0.9259,0.4444,0.0741,5.1481,Wing G
MICHAEL FORREST,Florida Atlantic,CUSA,19,72.4,115.5,18.3,57.8,59.05,2.0,12.5,8.4,13.0,23,33,0.697,29,47,0.617,52,138,0.377,0.0,1.7,17.8,Sr,72,2.56784,110.802,2.0,2022,65836,26.0,38.0,3.0,9.0,0.6842,0.3333,0.0,0.0,0.0,101.996,104.664,2.27088,93.5848,2.02882,3.10121,-1.07239,3.10221,27.5217,3.43419,-0.331973,0.5652,3.1304,3.6957,1.3478,0.9565,0.0,12.4783,Wing G
"ANTONIO DAYE, JR.",Fordham,A10,18,65.1,90.3,32.4,47.7,52.26,2.5,14.6,28.2,26.2,70,97,0.722,89,176,0.506,17,64,0.266,0.3,3.8,40.4,Sr,73,1.86242,102.057,2.6,2022,65838,79.0,139.0,10.0,37.0,0.5683,0.2703,0.0,0.0,0.0,104.21,105.671,2.39269,121.596,-1.71285,-1.56057,-0.152281,-1.48737,31.6364,-0.67004,-0.817326,0.7273,3.6364,4.3636,4.5,2.3636,0.1364,17.0909,Scoring PG
CHRIS DOHERTY,Northeastern,CAA,12,26.4,121.6,19.1,61.0,59.04,21.8,20.3,9.4,13.7,13,26,0.5,25,41,0.61,0,0,0.0,5.0,0.9,63.4,Jr,79,1.92476,118.207,5.0,2022,65839,24.0,36.0,1.0,5.0,0.6667,0.2,1.0,1.0,1.0,97.1112,95.2478,1.86964,41.0739,4.42974,1.98941,2.44033,2.25861,16.8333,1.86947,0.389137,3.0,3.0,6.0,0.75,0.25,0.8333,5.25,PF/C
STACEY THOMAS,Louisiana Tech,CUSA,20,8.0,77.8,12.7,43.8,43.54,6.8,8.7,1.8,26.9,2,5,0.4,7,16,0.438,0,0,0.0,2.3,1.1,31.3,Sr,80,-0.26769,69.6711,9.3,2022,65840,7.0,15.0,0.0,1.0,0.4667,0.0,3.0,4.0,0.75,96.216,96.1471,0.534338,17.6864,-4.03485,-5.05147,1.01662,-7.33698,5.7619,-8.14635,0.809368,0.5238,0.4286,0.9524,0.0952,0.0952,0.1429,1.2381,C
ISAIAH MUCIUS,Wake Forest,ACC,21,63.4,100.2,22.5,49.7,52.34,8.2,16.7,5.8,15.8,32,45,0.711,51,110,0.464,27,74,0.365,1.7,1.0,24.5,Sr,80,1.92713,107.144,3.2,2022,65841,32.0,53.0,19.0,57.0,0.6038,0.3333,0.0,0.0,0.0,108.716,102.024,2.22153,87.2078,0.0436639,0.639745,-0.596081,0.738856,25.4545,1.71005,-0.971197,1.8182,3.4091,5.2273,0.5909,0.4545,0.3636,10.2727,Stretch 4
JAMAL BEY,Washington,P12,26,77.7,104.0,16.6,55.2,58.03,2.0,11.7,7.1,17.7,46,63,0.73,54,126,0.429,38,75,0.507,1.8,1.6,31.3,Sr,78,2.15478,105.238,2.1,2022,65843,35.0,66.0,19.0,60.0,0.5303,0.3167,4.0,4.0,1.0,110.515,102.394,2.68102,133.794,2.05967,0.945902,1.11377,1.84248,31.0769,1.55452,0.287957,0.5385,3.1923,3.7308,1.1154,0.8846,0.5769,10.3077,Wing G
TREY JEMISON,UAB,CUSA,27,66.4,103.8,17.0,51.0,54.15,10.6,19.9,7.1,20.7,38,55,0.691,78,153,0.51,0,0,0.0,8.5,1.5,35.9,Sr,84,1.27812,99.1261,4.8,2022,65848,53.0,83.0,25.0,70.0,0.6386,0.3571,15.0,16.0,0.9375,85.7069,88.1858,3.60021,164.664,4.83003,-1.19699,6.02701,1.89603,25.9655,-1.16246,3.05849,2.5172,4.4138,6.931,1.0345,0.6207,2.069,7.1379,C
JOHN NEWMAN III,Cincinnati,Amer,22,35.4,82.9,19.4,38.5,42.19,4.0,12.2,14.3,22.5,12,13,0.923,23,59,0.39,8,32,0.25,1.1,2.2,14.3,Sr,77,0.084442,86.8301,3.6,2022,65849,17.0,30.0,6.0,29.0,0.5667,0.2069,2.0,2.0,1.0,95.8254,90.0814,1.99396,61.9056,-0.173907,-2.61985,2.44594,-0.93865,15.5455,-3.00524,2.06659,0.5,1.5455,2.0455,1.0909,0.5455,0.1364,3.7273,Wing G
WYNSTON TABBS,East Carolina,Amer,12,40.4,96.1,26.0,51.2,54.74,1.0,10.7,14.1,21.1,27,34,0.794,26,62,0.419,27,68,0.397,0.3,0.9,26.2,Sr,74,2.09841,107.817,3.7,2022,65852,17.0,28.0,9.0,34.0,0.6071,0.2647,0.0,0.0,0.0,114.395,107.153,1.86974,46.531,-3.36181,-0.152128,-3.20968,-1.99194,27.0833,0.64647,-2.63841,0.25,2.4167,2.6667,1.75,0.4167,0.0833,13.3333,Combo G
NATHAN MENSAH,San Diego St.,MWC,27,53.6,111.2,19.8,58.2,59.09,11.0,22.4,5.6,16.7,48,81,0.593,85,143,0.594,0,3,0.0,9.3,1.7,55.5,Sr,72,2.08174,113.216,5.2,2022,65856,51.0,73.0,34.0,70.0,0.6986,0.4857,21.0,24.0,0.875,88.2112,85.6146,3.10032,133.835,6.97157,0.514696,6.45687,4.78321,21.4286,1.49643,3.28678,2.0,4.0714,6.0714,0.5714,0.5714,1.3929,8.1071,C
WILL RICHARDSON,Oregon,P12,16,50.7,106.1,18.8,53.2,56.27,2.4,9.3,18.9,22.0,31,42,0.738,37,78,0.474,25,62,0.403,0.2,1.8,30.0,Sr,77,3.19832,111.219,2.6,2022,65858,24.0,40.0,13.0,38.0,0.6,0.3421,0.0,0.0,0.0,105.004,96.5106,3.78734,87.5247,2.63338,2.83692,-0.203535,0.888689,35.5,1.09649,-0.2078,0.6875,2.6875,3.375,3.9375,1.0625,0.0625,11.25,Combo G
CHRISTIAN ANIGWE,UC Davis,BW,14,42.0,97.7,22.4,52.5,55.29,13.2,16.1,3.8,22.7,26,41,0.634,42,78,0.538,0,2,0.0,3.2,1.8,51.2,Sr,81,0.916659,98.2606,6.3,2022,65861,36.0,65.0,6.0,13.0,0.5538,0.4615,5.0,5.0,1.0,99.8382,101.065,1.84609,56.9455,-2.87118,-2.60524,-0.265939,-3.12989,20.8571,-2.73838,-0.391511,2.2857,2.5714,4.8571,0.3571,0.6429,0.5714,7.8571,C
